time,untagged,untagged_relative,overclaimed,overclaimed_relative,orphaned,orphaned_relative,orphaned_volume_fraction,nonpositive_mass,nonpositive_mass_fraction,exchange_volume_fraction,bound_partition,bound_evap,bound_evap_tropo,bound_evap_strat,fix_gross,fix_gross_relative,fix_events,increment_left,increment_left_relative,increment_left_net_abs,increment_left_net_abs_relative,increment_moved_net_abs,increment_moved_net_abs_relative,led_rescale_retained,led_rescale_retained_relative,led_rescale_attempted,led_rescale_attempted_relative,led_rescale_events,led_empty_retained,led_empty_retained_relative,led_empty_attempted,led_empty_attempted_relative,led_empty_events,led_repair_retained,led_repair_retained_relative,led_repair_attempted,led_repair_attempted_relative,led_repair_events,led_repairnet_retained,led_repairnet_retained_relative,led_repairnet_attempted,led_repairnet_attempted_relative,led_repairnet_events,led_leaknet_retained,led_leaknet_retained_relative,led_leaknet_attempted,led_leaknet_attempted_relative,led_leaknet_events,inc_left_retained,inc_left_retained_relative,inc_left_attempted,inc_left_attempted_relative,inc_left_events,inc_moved_retained,inc_moved_retained_relative,inc_moved_attempted,inc_moved_attempted_relative,inc_moved_events,led_fix_tropo_retained,led_fix_tropo_retained_relative,led_fix_tropo_attempted,led_fix_tropo_attempted_relative,led_fix_tropo_events,led_fix_tropo_inventory_fraction,led_fix_strat_retained,led_fix_strat_retained_relative,led_fix_strat_attempted,led_fix_strat_attempted_relative,led_fix_strat_events,led_fix_strat_inventory_fraction,led_fix_evap_retained,led_fix_evap_retained_relative,led_fix_evap_attempted,led_fix_evap_attempted_relative,led_fix_evap_events,led_fix_evap_inventory_fraction,led_fix_evap_tropo_retained,led_fix_evap_tropo_retained_relative,led_fix_evap_tropo_attempted,led_fix_evap_tropo_attempted_relative,led_fix_evap_tropo_events,led_fix_evap_tropo_inventory_fraction,led_fix_evap_strat_retained,led_fix_evap_strat_retained_relative,led_fix_evap_strat_attempted,led_fix_evap_strat_attempted_relative,led_fix_evap_strat_events,led_fix_evap_strat_inventory_fraction,led_inc_tropo_retained,led_inc_tropo_retained_relative,led_inc_tropo_attempted,led_inc_tropo_attempted_relative,led_inc_tropo_events,led_inc_tropo_inventory_fraction,led_inc_strat_retained,led_inc_strat_retained_relative,led_inc_strat_attempted,led_inc_strat_attempted_relative,led_inc_strat_events,led_inc_strat_inventory_fraction,led_inc_evap_retained,led_inc_evap_retained_relative,led_inc_evap_attempted,led_inc_evap_attempted_relative,led_inc_evap_events,led_inc_evap_inventory_fraction,led_inc_evap_tropo_retained,led_inc_evap_tropo_retained_relative,led_inc_evap_tropo_attempted,led_inc_evap_tropo_attempted_relative,led_inc_evap_tropo_events,led_inc_evap_tropo_inventory_fraction,led_inc_evap_strat_retained,led_inc_evap_strat_retained_relative,led_inc_evap_strat_attempted,led_inc_evap_strat_attempted_relative,led_inc_evap_strat_events,led_inc_evap_strat_inventory_fraction,led_leak_tropo_retained,led_leak_tropo_retained_relative,led_leak_tropo_attempted,led_leak_tropo_attempted_relative,led_leak_tropo_events,led_leak_tropo_inventory_fraction,led_leak_strat_retained,led_leak_strat_retained_relative,led_leak_strat_attempted,led_leak_strat_attempted_relative,led_leak_strat_events,led_leak_strat_inventory_fraction,led_leak_evap_retained,led_leak_evap_retained_relative,led_leak_evap_attempted,led_leak_evap_attempted_relative,led_leak_evap_events,led_leak_evap_inventory_fraction,led_leak_evap_tropo_retained,led_leak_evap_tropo_retained_relative,led_leak_evap_tropo_attempted,led_leak_evap_tropo_attempted_relative,led_leak_evap_tropo_events,led_leak_evap_tropo_inventory_fraction,led_leak_evap_strat_retained,led_leak_evap_strat_retained_relative,led_leak_evap_strat_attempted,led_leak_evap_strat_attempted_relative,led_leak_evap_strat_events,led_leak_evap_strat_inventory_fraction,ledger_cadence_step,void
0.0,1.5962989363691207e-16,1.3793454542039427e-17,1.7537949521798297e-16,1.5154361377934856e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0.0,0.0,NaN,NaN,0.0,NaN,0.0,0.0,NaN,NaN,0.0,NaN,0.0,0.0,NaN,NaN,0.0,NaN,1.0,0
3600.0,3.7354071799240593e-7,3.2260833033877695e-8,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,3.743793737177327e-7,3.233326351072927e-8,3.743793737177327e-7,3.233326351072927e-8,0.01841366332795499,0.0015902954873510454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001575163104864251,0.0001360389148477866,NaN,NaN,444.00000000000006,3.7437937594927417e-7,3.233326370345629e-8,2.225454932532414e-7,1.9220134926310055e-8,456.0,0.041876063723874625,0.0036166250018810713,0.025073676062543643,0.002165487289703451,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032749714260623605,0.0028284281010849815,0.019937341584565487,0.0017218879148059296,900.0,0.0039326219814070015,0.01191628616420475,0.001029149701251931,0.006810279123676397,0.0005881695545905487,900.0,0.0036653501476961734,0.00025571105290666727,2.2084477502414525e-5,0.00015424804565179374,1.3321627889240249e-5,421.0,0.0019323206678234799,0.0002557109239394603,2.208446636416552e-5,0.00015424796785719162,1.3321621170511744e-5,421.0,0.0019323206678234796,1.2896720678811184e-10,1.11382489903589e-11,7.779460204834318e-11,6.718728499283929e-12,39.0,0.0019323206678234803,0.001671326385844024,0.00014434405375834947,NaN,NaN,444.00000000000006,0.00020069472456369988,0.0001242795453369639,1.073339924812035e-5,NaN,NaN,421.0,3.822735066776187e-5,8.52283872173453e-5,7.360747134991989e-6,NaN,NaN,369.0,0.0006440416721660013,8.522834423262909e-5,7.3607434226182475e-6,NaN,NaN,369.0,0.0006440416721660016,4.298471620031427e-11,3.7123737401370744e-12,NaN,NaN,20.0,0.0006440416721660015,1.0,0
7200.0,2.1835452643696556e-6,1.8847042960021248e-7,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03357826140415233,0.0028982725732025223,20.0,2.2098658420844367e-6,1.9074226278369476e-7,2.2098658420844367e-6,1.9074226278369476e-7,0.019868827624305082,0.0017149571108553874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016789130702076164,0.0014491362866012611,0.016789130702076164,0.0014491362866012611,10.0,0.0,0.0,0.0,0.0,0.0,0.0029895241444857857,0.0002580376550948653,NaN,NaN,954.0,2.2098658443159784e-6,1.9074226297630796e-7,1.3072761373411623e-6,1.1283617483511197e-7,1057.0,0.05053874665131515,0.004362199148447401,0.030107620833825153,0.002598707856156769,1800.0,0.0167891307020762,0.001449136286601264,0.0167891307020762,0.001449136286601264,10.0,0.002010890086586676,0.01678913070207613,0.001449136286601258,0.01678913070207613,0.001449136286601258,10.0,0.005187425094257702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04079347807702306,0.00352104646673439,0.024620738894672436,0.002125113370568541,1800.0,0.004885970698431238,0.01383554836742434,0.0011942009112944777,0.007910771989959436,0.0006828100244797939,1797.0,0.004274841388012905,0.0005110023596071499,4.410663511923311e-5,0.00030342896503892866,2.6190154299614923e-5,990.0,0.0019455472931300883,0.0005110021018844341,4.4106612874165996e-5,0.00030342881200531646,2.619014109067847e-5,990.0,0.0019455472931300885,2.5772271566502195e-10,2.2245067107936575e-11,1.530336120979539e-10,1.3208936442038826e-11,91.0,0.0019455472931300876,0.0030536909272858965,0.00026357614395412495,NaN,NaN,954.0,0.000365750730168508,0.0004005053137495337,3.456919797874353e-5,NaN,NaN,922.0,0.00012374621127173501,0.0001759522915168439,1.5187138326117786e-5,NaN,NaN,879.0,0.0006699059173499793,0.0001759522027757616,1.5187130666523924e-5,NaN,NaN,879.0,0.0006699059173499792,8.874108219787201e-11,7.659593853140886e-12,NaN,NaN,30.0,0.0006699059173499797,1.0,0
10800.0,2.3999607631124478e-5,2.0763132462431356e-6,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03357826140415233,0.0029050053655393653,20.0,2.411101683703471e-5,2.0859517542362766e-6,2.411101683703471e-5,2.0859517542362766e-6,0.040701540797266324,0.0035212720807265073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016789130702076164,0.0014525026827696826,0.016789130702076164,0.0014525026827696826,10.0,0.0,0.0,0.0,0.0,0.0,0.008288338236183409,0.0007170611592338253,NaN,NaN,1464.0,2.4111016839266255e-5,2.0859517544293374e-6,1.4354477318356991e-5,1.2418699445881235e-6,1731.0,0.0855181886006334,0.00739856044796072,0.05076042390721042,0.0043915109848201945,2700.0,0.0167891307020762,0.0014525026827696857,0.0167891307020762,0.0014525026827696857,10.0,0.002010102093447855,0.01678913070207613,0.0014525026827696796,0.01678913070207613,0.0014525026827696796,10.0,0.0052361973152454284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07426626834207495,0.006425106571647419,0.044377613342095015,0.0038393055351184824,2700.0,0.008891632575622525,0.018050548194361006,0.0015616335439291448,0.010393806836855155,0.0008992146515873549,2697.0,0.005629608445560169,0.002374904556336404,0.0002054636002669271,0.0014033972721002952,0.00012141416603929692,1570.0,0.00612363371223679,0.002374903358559445,0.0002054634966418927,0.001403396564300517,0.00012141410480437685,1570.0,0.006123633712236792,1.1977769577713867e-9,1.0362503427932129e-10,7.077997768946335e-10,6.123491996378968e-11,305.0,0.006123633712236786,0.0074490472966699875,0.0006444503515094694,NaN,NaN,1464.0,0.0008918475787061908,0.0013424807615426799,0.00011614400663795506,NaN,NaN,1432.0,0.0004186931583354198,0.00040266910818032123,3.483670300023726e-5,NaN,NaN,1389.0,0.0010382725146366087,0.0004026689050952001,3.4836685430436384e-5,NaN,NaN,1389.0,0.0010382725146366096,2.0308512108325106e-10,1.7569800869293978e-11,NaN,NaN,88.0,0.0010382725146366096,1.0,0
14400.0,4.691121804338452e-5,4.074624823522199e-6,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03357826140415233,0.0029165479634645896,20.0,4.7272732453461155e-5,4.1060253211174e-6,4.7272732453461155e-5,4.1060253211174e-6,0.04696168934098895,0.004079008670513855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016789130702076164,0.0014582739817322948,0.016789130702076164,0.0014582739817322948,10.0,0.0,0.0,0.0,0.0,0.0,0.01901293577938684,0.0016514297288779951,NaN,NaN,1974.0,5.001212116593629e-5,4.343963744263967e-6,2.93107325678027e-5,2.545878011650385e-6,2407.0,0.1026380309698643,0.008914956512970484,0.061363657364314456,0.0053299379548727484,3600.0,0.0167891307020762,0.0014582739817322978,0.0167891307020762,0.0014582739817322978,10.0,0.00201251317433102,0.01678913070207613,0.0014582739817322918,0.01678913070207613,0.0014582739817322918,10.0,0.005295257104821764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09003846189123631,0.007820580389844,0.05408809108663207,0.0046979952299405344,3600.0,0.010792910840238224,0.02051587644123838,0.0017819724771689824,0.01190525712754598,0.0010340694240224338,3597.0,0.0064706650043339685,0.0033249758188635802,0.00028880147594170503,0.0019790129387080233,0.00017189353810156472,2163.0,0.006508581909500695,0.003324974141920643,0.0002888013302854291,0.0019790119405979738,0.00017189345140750402,2163.0,0.0065085819095007,1.6769429366565739e-9,1.4565627588292128e-10,9.981100464822804e-10,8.669406043224918e-11,516.0,0.006508581909500696,0.017197980157025106,0.0014937859169943,NaN,NaN,1974.0,0.0020615219603726336,0.0023233275285067,0.00020180008995014537,NaN,NaN,1942.0,0.0007327726980308613,0.000915021931563823,7.947717479791517e-5,NaN,NaN,1898.0,0.001791139399205666,0.0009150214700748823,7.947713471380795e-5,NaN,NaN,1898.0,0.0017911393992056659,4.6148893965377845e-10,4.008410712241993e-11,NaN,NaN,267.0,0.001791139399205666,1.0,0
18000.0,4.110242228010314e-5,3.566852102481971e-6,2.795525931402476e-7,2.425946451042294e-8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03357826140415233,0.002913908369460444,20.0,4.143372244099326e-5,3.595602200648219e-6,4.1647809939436526e-5,3.614180629888559e-6,0.053843464227905424,0.00467251473106454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016789130702076164,0.001456954184730222,0.016789130702076164,0.001456954184730222,10.0,0.0,0.0,0.0,0.0,0.0,0.021840429827114143,0.0018953039438179933,NaN,NaN,2484.0,5.585113117840418e-5,4.846739282471004e-6,3.274025662340901e-5,2.8411866428985716e-6,2780.0,0.11666422431792686,0.010124075679945098,0.06961934664909934,0.006041539626947213,4500.0,0.0167891307020762,0.001456954184730225,0.0167891307020762,0.001456954184730225,10.0,0.002001780174016774,0.01678913070207613,0.0014569541847302189,0.01678913070207613,0.0014569541847302189,10.0,0.005353158661067527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10295487604363247,0.008934383807709731,0.06168985595905358,0.005353421531457442,4499.0,0.012275384195860235,0.02243462765969785,0.0019468681989365387,0.013026652899731912,0.001130447835095208,4497.0,0.00715320664872099,0.004208145505973904,0.0003651812183536209,0.002499048732862876,0.00021686646996792248,2757.0,0.006595996431497387,0.004208143383606626,0.00036518103417542,0.002499047472474122,0.00021686636059188016,2757.0,0.0065959964314973975,2.1223672793740624e-9,1.8417820100930846e-10,1.2603887514488125e-9,1.0937604205935237e-10,738.0,0.006595996431497394,0.019807344255742005,0.0017188735744505684,NaN,NaN,2484.0,0.0023616439549288956,0.002541734826600828,0.00022057075245907046,NaN,NaN,2452.0,0.0008104237225023597,0.0010822600041181592,9.391809915275184e-5,NaN,NaN,2408.0,0.001696372693145177,0.0010822594582831299,9.391805178540183e-5,NaN,NaN,2408.0,0.0016963726931451774,5.458350281031995e-10,4.736734989316346e-11,NaN,NaN,302.0,0.0016963726931451784,1.0,0
21600.0,3.72500989659374e-5,3.2359585743021463e-6,6.5291108661529734e-6,5.671913062356436e-7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03357826140415233,0.0029169818582303777,20.0,3.123473783222171e-5,2.7133972931637806e-6,4.4605550697562446e-5,3.874935053816546e-6,0.0740897068521606,0.006436257320417248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016789130702076164,0.0014584909291151889,0.016789130702076164,0.0014584909291151889,10.0,0.0,0.0,0.0,0.0,0.0,0.030050683978421495,0.0026105371846807403,NaN,NaN,2994.0,6.605011578717571e-5,5.73784887687431e-6,3.8758772176157926e-5,3.36701873644822e-6,3063.0,0.15047429644951935,0.01307187372181661,0.0896048686670173,0.007784077119564119,5400.0,0.0167891307020762,0.001458490929115192,0.0167891307020762,0.001458490929115192,10.0,0.001996858624216993,0.01678913070207613,0.0014584909291151858,0.01678913070207613,0.0014584909291151858,10.0,0.005409739562686512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1341964598761046,0.011657799496698507,0.08015712609156954,0.006963340948560224,5399.0,0.01596100256756301,0.02671366808461245,0.002320646808710777,0.015520725872620498,0.0013483031551896325,5397.0,0.008607591999026698,0.007275078766578719,0.0006319943883897131,0.004307365459484775,0.00037418574925179133,3357.0,0.009585347059212962,0.007275075097411598,0.0006319940696449812,0.0043073632870761665,0.0003741855605321782,3357.0,0.009585347059212969,3.6691671205609286e-9,3.1874473179746255e-10,2.1724086057715323e-9,1.8871961283008782e-10,1095.0,0.009585347059212967,0.027389997217161958,0.0023794002916887745,NaN,NaN,2994.0,0.0032577000638636796,0.003169336382830104,0.0002753238656424798,NaN,NaN,2962.0,0.0010212133505838755,0.0016302884137328673,0.00014162501355576083,NaN,NaN,2918.0,0.0021480015204828114,0.00163028759150113,0.0001416249421275522,NaN,NaN,2918.0,0.0021480015204828114,8.222317361263648e-10,7.142820852676072e-11,NaN,NaN,449.0,0.002148001520482814,1.0,0
25200.0,3.0040917406768232e-5,2.611418470625222e-6,1.012291550716725e-5,8.799720785504104e-7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03357826140415233,0.0029189152533181124,20.0,1.9886396171397804e-5,1.7286989466060276e-6,4.203986272072465e-5,3.6544714172648645e-6,0.07932285812869522,0.0068954344521245815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016789130702076164,0.0014594576266590562,0.016789130702076164,0.0014594576266590562,10.0,0.0,0.0,0.0,0.0,0.0,0.03831686887031521,0.0033308363306482065,NaN,NaN,3504.0,7.739845744799963e-5,6.7281487659251325e-6,4.538527437513481e-5,3.945283767230026e-6,3436.0,0.16410543514267958,0.01426547527356907,0.09759786011531697,0.008484056966290029,6300.0,0.0167891307020762,0.0014594576266590592,0.0167891307020762,0.0014594576266590592,10.0,0.00199064317605224,0.01678913070207613,0.0014594576266590531,0.01678913070207613,0.0014594576266590531,10.0,0.00546942253978822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14670158847985298,0.012752581175834395,0.08748904739500278,0.007605310824936432,6299.0,0.01739402243067473,0.02837160290334077,0.0024663070990746682,0.016485164124949766,0.0014330342014616034,6297.0,0.009242663432852061,0.008518269056505098,0.0007404822179931475,0.005037536917043216,0.00043790663159505366,3952.0,0.009680292715144702,0.00851826476033818,0.0007404818445328604,0.005037534376374525,0.0004379064107379787,3952.0,0.009680292715144707,4.296166921216509e-9,3.734602874819734e-10,2.540668687951426e-9,2.208570746897593e-10,1370.0,0.00968029271514471,0.0350186932090642,0.0030441301450635757,NaN,NaN,3504.0,0.004152074571810322,0.0038068593401978956,0.00033092540622028905,NaN,NaN,3472.0,0.00124016678710512,0.0022857672310397223,0.00019869881754483836,NaN,NaN,3428.0,0.002597581237264721,0.002285766078218942,0.0001986987173316046,NaN,NaN,3428.0,0.00259758123726472,1.1528207787818447e-9,1.0021323364622665e-10,NaN,NaN,682.0,0.0025975812372647203,1.0,0
28800.0,2.845721203894474e-5,2.469680966070688e-6,1.1453566833326398e-5,9.940065795332796e-7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03357826140415233,0.0029141151617414793,20.0,1.6468216373256317e-5,1.4292067847863907e-6,4.285143345720762e-5,3.718894508473948e-6,0.09751023301606315,0.008462500337254361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016789130702076164,0.0014570575808707396,0.016789130702076164,0.0014570575808707396,10.0,0.0,0.0,0.0,0.0,0.0,0.04159314388638091,0.0036096928832893326,NaN,NaN,4014.0,8.08166372461411e-5,7.013733828721031e-6,4.7394673937024324e-5,4.113183116997148e-6,3793.0,0.19034221598935913,0.016518995157547692,0.11306689905981995,0.009812597527773418,7200.0,0.0167891307020762,0.0014570575808707427,0.0167891307020762,0.0014570575808707427,10.0,0.0019788641543058297,0.01678913070207613,0.0014570575808707366,0.01678913070207613,0.0014570575808707366,10.0,0.005525678096431241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17097485615366467,0.014838183984485559,0.10179548406058601,0.008834399134824873,7199.0,0.02015208649773885,0.031159684689013104,0.0027042171270996217,0.018126779191807985,0.0015731464306801598,7197.0,0.010255348548599493,0.011573640815590399,0.001004427292149536,0.006835989647625475,0.0005932666029930231,4550.0,0.01153514184680194,0.011573634978454648,0.0010044267855692343,0.006835986199911807,0.000593266303780549,4550.0,0.011535141846801942,5.837135749076812e-9,5.065803015466564e-10,3.4477136614368045e-9,2.992124736063253e-10,1717.0,0.011535141846801943,0.03804743929302757,0.003301976191523104,NaN,NaN,4014.0,0.004484491491318768,0.004054392338418384,0.000351863547752727,NaN,NaN,3982.0,0.0013343911210344402,0.0025958334775911425,0.0002252813986810233,NaN,NaN,3938.0,0.0025871986051576386,0.0025958321683892537,0.00022528128506093357,NaN,NaN,3938.0,0.0025871986051576373,1.3092018866082879e-9,1.1362008954620779e-10,NaN,NaN,777.0,0.0025871986051576386,1.0,0
32400.0,2.6226880696519038e-5,2.278802640291201e-6,1.8956700484221503e-5,1.6471108255121996e-6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03357826140415233,0.0029175498081373563,20.0,5.970223531732625e-6,5.187411078225052e-7,4.949707522442158e-5,4.300704571515234e-6,0.1087129319143672,0.00944585515703887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016789130702076164,0.0014587749040686781,0.016789130702076164,0.0014587749040686781,10.0,0.0,0.0,0.0,0.0,0.0,0.054840466935117536,0.0047649814818860586,NaN,NaN,4524.0,9.131463008766484e-5,7.934150559071382e-6,5.357017864541114e-5,4.654608603692498e-6,4174.0,0.2194249284004144,0.0190654051456046,0.13096723683729042,0.011379488416862017,8100.0,0.0167891307020762,0.0014587749040686812,0.0167891307020762,0.0014587749040686812,10.0,0.00197462415803812,0.01678913070207613,0.001458774904068675,0.01678913070207613,0.001458774904068675,10.0,0.005584071528380857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19792067164446223,0.017196942111818516,0.11835565579051448,0.010283692675073558,8099.0,0.023278092626675153,0.034796797927708095,0.003023426076051241,0.020291525896313216,0.001763091208715228,8097.0,0.011573428787644667,0.015252042070639026,0.001325220263232361,0.009077928781883283,0.0007887635710821213,5162.0,0.013622601481050288,0.015252034378311135,0.0013252195948609557,0.009077924203453424,0.0007887631732712581,5162.0,0.013622601481050286,7.692327888474309e-9,6.683714050892628e-10,4.578429853199231e-9,3.9781086277802105e-10,2153.0,0.01362260148105029,0.0502690438148313,0.004367779420499507,NaN,NaN,4524.0,0.005912305412332485,0.005080472609635975,0.0004414323811791388,NaN,NaN,4492.0,0.001689767204366267,0.004028490034469633,0.0003500276618162458,NaN,NaN,4448.0,0.0035981092928930704,0.004028488002711123,0.00035002748528070157,NaN,NaN,4448.0,0.003598109292893069,2.0317585079473387e-9,1.7653554404428353e-10,NaN,NaN,1117.0,0.0035981092928930704,1.0,0
