t_seconds,weight,off_weight,binding_weight,grid_pbl,recon_pbl,ref_n2_pbl,grid_free,recon_free,ref_n2_free,grid_evap,recon_evap,ref_n2_evap
4575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9825.0,1.0363395282629315e-7,0.0,0.0,2.926736475995177e-9,2.8899818946125694e-10,1.0287165160790692e-7,2.9484994697512108e-9,2.6723519570520585e-10,7.623012183862187e-10,4.5630449380302866e-9,3.2072542375286395e-10,6.0669197873730415e-9
9900.0,2.879520415793542e-7,0.0,0.0,8.199441887419028e-9,6.425323807296196e-10,2.861353880971282e-7,8.257311176077898e-9,5.846630920707209e-10,1.8166534822260403e-9,1.2941871763283557e-8,5.657368108567476e-10,1.754976596164268e-8
9975.0,5.043004653810187e-7,0.0,0.0,1.4299549083923056e-8,9.265624374541439e-10,5.017552138725834e-7,1.4402195292529513e-8,8.239162288476988e-10,2.5452515084351058e-9,2.2872342117312837e-8,7.101618283662304e-10,3.199204009089424e-8
10050.0,6.252848435454213e-7,0.0,0.0,1.7687055734108446e-8,4.509294453358127e-10,6.226354964669436e-7,1.7810849432311417e-8,3.2713574713278707e-10,2.649347078477673e-9,2.8614021233613918e-8,3.3516835541060243e-10,4.096992803887253e-8
10125.0,7.248240227755701e-7,0.0,0.0,2.010725607875334e-8,2.5594228053899504e-10,7.222969971450221e-7,2.0250039619629944e-8,3.9872582141560027e-10,2.5270256305480165e-9,3.291536361540222e-8,1.53681780257312e-9,4.878367274030779e-8
10200.0,6.979472866090337e-7,0.0,0.0,1.8857419379514832e-8,5.709680354829473e-10,6.95583916400272e-7,1.8989557041984857e-8,7.031056979529593e-10,2.3633702087614606e-9,3.116624083481233e-8,2.08247095340604e-9,4.766632445877788e-8
10275.0,6.821539900305659e-7,0.0,0.0,1.784597193176198e-8,9.206869966616771e-10,6.799467082994065e-7,1.7971132956217934e-8,1.0458480211175838e-9,2.207281731159356e-9,2.973452905865391e-8,2.5379890091712814e-9,4.722164407187178e-8
10350.0,5.357158987606439e-7,0.0,0.0,1.4014154645351957e-8,3.0625845153389013e-10,5.327149389240142e-7,1.409317769400337e-8,2.2723540288244913e-10,3.0009598366297515e-9,2.2728643468644606e-8,2.1462827326142925e-9,3.7300574302294565e-8
10425.0,3.6741718268064e-7,0.0,0.0,1.0047212973132663e-8,8.955885608519627e-10,3.645082806405246e-7,1.009458401856122e-8,8.482175154234741e-10,2.9089020401154105e-9,1.5219665935083633e-8,1.4845798376636087e-9,2.5657248948940933e-8
10500.0,2.0403238194900517e-7,0.0,0.0,6.064961485976077e-9,8.881826494706944e-10,2.0192712238955643e-7,6.0888253648990545e-9,8.643187705477261e-10,2.1052595594487374e-9,8.277213634262669e-9,8.394757897508779e-10,1.427956839712554e-8
10575.0,4.5943042298963934e-7,0.0,0.0,6.521666836992406e-8,3.4035599596909935e-9,4.282934666611969e-7,6.512046309731558e-8,3.4997652322994995e-9,3.113695632844237e-8,1.8757783279441594e-8,2.737384143615914e-10,2.3969068349156182e-8
10650.0,6.67732096755566e-7,0.0,0.0,9.680969183543142e-8,1.7747119109329135e-8,6.23913349785921e-7,9.667294251206649e-8,1.7883868432694182e-8,4.3818746969645084e-8,2.6913518149235913e-8,3.4631324429972665e-9,3.5023888143279435e-8
10725.0,1.2083705478638912e-6,0.0,0.0,1.7709954011019482e-7,5.944267659792179e-9,1.148172932562793e-6,1.7688998430403854e-7,6.1538234659484285e-9,6.019761530109811e-8,5.0958742701908037e-8,1.0159479178561586e-9,6.877707573037413e-8
10800.0,1.5232274458040774e-6,0.0,0.0,2.1162004108039552e-7,1.7669347562452468e-8,1.4557829306163971e-6,2.1139572228024672e-7,1.7893666362601084e-8,6.744451518768033e-8,6.317015847610205e-8,1.1027832655237788e-9,8.946689596811053e-8
10875.0,1.91977533699224e-6,0.0,0.0,2.5842753607407586e-7,1.9244880176728067e-8,1.8494058425951887e-6,2.5818151737647957e-7,1.949089887432413e-8,7.03694943970514e-8,7.996216393663465e-8,9.837449226641412e-11,1.1768805013039786e-7
10950.0,2.2795752819824263e-6,0.0,0.0,2.969773629225746e-7,2.7161568872680102e-8,2.2109849608883052e-6,2.967381921855626e-7,2.7400739609691713e-8,6.859032109412128e-8,9.506899945557602e-8,9.522922826268883e-10,1.450373120100189e-7
11025.0,2.531067657657126e-6,0.0,0.0,3.2849434826092484e-7,3.745683906923307e-8,2.4640929440458034e-6,3.2820702413408643e-7,3.77441631960717e-8,6.697471361132307e-8,1.0708702710956524e-7,1.4879803790991125e-9,1.6692685602536406e-7
11100.0,2.8907361048686236e-6,0.0,0.0,3.6472373590783657e-7,2.2690512729034228e-8,2.8126450546013656e-6,3.64538032253595e-7,2.2876216383275988e-8,7.808260465658176e-8,1.194871606838564e-7,3.975543635289663e-9,1.9176743983241332e-7
11175.0,3.397706905249738e-6,0.0,0.0,3.826595544181646e-7,1.0043520351615322e-8,3.264903420720303e-6,3.826396271200116e-7,1.0063447649768492e-8,1.3279985122346914e-7,1.2534312570051032e-7,7.2720688799103564e-9,2.1296667832964495e-7
11250.0,3.876737737794799e-6,0.0,0.0,3.864319038863951e-7,3.0573586015653683e-10,3.6856820411604637e-6,3.866037603655965e-7,1.3387938095498892e-10,1.9111050051523213e-7,1.2643771019365417e-7,8.931375922438483e-9,2.2993580379531081e-7
11325.0,5.38595814471808e-6,0.0,0.0,4.906402820457302e-7,4.161329071261991e-8,4.937135140326841e-6,4.906063609285015e-7,4.159172656565929e-8,4.488014474966888e-7,1.37804503923769e-7,1.2711548024153634e-8,2.761507685724939e-7
11400.0,8.55817342680341e-6,0.0,0.0,6.927822645985141e-7,2.6775238773099507e-8,7.65016962284673e-6,6.929500009876962e-7,2.6993948857528605e-8,9.083776941677835e-7,1.601773285996146e-7,1.0903822187502946e-8,3.772542240188243e-7
11475.0,9.327103324199728e-6,0.0,0.0,8.041996821064144e-7,3.459474879641795e-8,8.248708402745784e-6,8.044274206496432e-7,3.496316788994745e-8,1.079026796069178e-6,1.681811676968389e-7,1.064310825992497e-8,4.037669739801253e-7
11550.0,1.1835573467801677e-5,0.0,0.0,9.501776654418787e-7,2.6410233166041812e-8,1.045802891422504e-5,9.505392143870642e-7,2.6986190844452788e-8,1.3790501149259577e-6,1.8049002827963262e-7,9.050683336755826e-9,4.948943415533682e-7
11625.0,1.9504296147438154e-5,0.0,0.0,1.120181155267121e-6,3.799760846803179e-8,1.7529843156379616e-5,1.1204377401592985e-6,3.869634788177768e-8,1.9766633640385757e-6,2.039102911512192e-7,9.92306810310339e-9,8.291122487724141e-7
11700.0,1.1631638296224535e-5,0.0,0.0,1.2891787906236615e-6,4.341044879513055e-8,1.0114811062363982e-5,1.2891417096416792e-6,4.443598634360256e-8,1.5185191344503082e-6,2.0053046287843007e-7,8.510963685013733e-9,5.023424565982246e-7
11775.0,1.2332803515805338e-5,0.0,0.0,1.5145565359335034e-6,6.573200060595944e-8,1.068139813076381e-5,1.5145402288303387e-6,6.671551637283686e-8,1.65329238681204e-6,2.1823358374726122e-7,1.004904703386441e-8,5.392423120917572e-7
11850.0,1.3133762539258858e-5,0.0,0.0,1.7981929136314902e-6,8.287153166385386e-8,1.1353775271604482e-5,1.7983267813965182e-6,8.372093191414374e-8,1.78212892498022e-6,2.4369999994852104e-7,1.1451785378881464e-8,5.867685766137484e-7
11925.0,1.3694374301935935e-5,0.0,0.0,2.1037703390765275e-6,1.447590220069892e-7,1.184511988815953e-5,2.1037905470959555e-6,1.4570794659461577e-7,1.8515254604012488e-6,2.7172740731419255e-7,1.696254735996519e-8,6.312496286413604e-7
12000.0,1.4430521909503986e-5,0.0,0.0,2.4620775394034474e-6,1.7357726058223884e-7,1.253231882925454e-5,2.4619399083747676e-6,1.7459836551577725e-7,1.900473555752063e-6,3.0618596049493144e-7,1.9406633073948142e-8,6.884579234137181e-7
12075.0,1.4752562655578145e-5,0.0,0.0,2.7837448455118663e-6,1.9896183934083018e-7,1.290719722075259e-5,2.78350913049975e-6,2.000225662931899e-7,1.8476124481844335e-6,3.372038218504694e-7,2.1894803013251766e-8,7.334473148240368e-7
12150.0,1.2110861937858521e-5,0.0,0.0,2.989956049982931e-6,8.236371367157569e-9,1.0852953298537488e-5,2.990438604043883e-6,7.753817306205918e-9,1.2596210862347368e-6,3.5310733517213804e-7,7.244968374845662e-9,6.799850876803539e-7
12225.0,9.512115912697131e-6,0.0,0.0,3.027505473566981e-6,1.0880432058059755e-7,8.534261708927424e-6,3.0294706445608982e-6,1.1040380383272875e-7,9.78238760987985e-7,3.5393079260819084e-7,5.650650334452934e-9,6.025233504947828e-7
12300.0,1.36144528750253e-5,0.0,0.0,2.8949844579514404e-6,1.5319661164061624e-7,1.088521170733694e-5,2.895972413182621e-6,1.5371558354796242e-7,2.7301617995508867e-6,3.505627873741615e-7,9.617015516714451e-9,7.011841587942114e-7
12375.0,1.715593828741906e-5,0.0,0.0,2.820074754055065e-6,1.3661556475864185e-7,1.3009809376901045e-5,2.8215871474632706e-6,1.379764955884448e-7,4.148390937394959e-6,3.491022184386276e-7,8.700836638439577e-9,8.015393518238451e-7
12450.0,1.722313238419889e-5,0.0,0.0,2.655622370118511e-6,1.4455032959517907e-7,1.2660435762417928e-5,2.657228251233743e-6,1.458817843960992e-7,4.565834320558904e-6,3.3155457704889414e-7,9.408825740162659e-9,7.744911970191489e-7
12525.0,1.8773743030003666e-5,0.0,0.0,2.611119641698427e-6,1.2953467235636222e-7,1.3705215610667775e-5,2.612872418953615e-6,1.3081781994759493e-7,5.0726911570971375e-6,3.2486829550061133e-7,1.0158458625738274e-8,8.204090127523743e-7
12600.0,1.995716605016752e-5,0.0,0.0,2.643630221375287e-6,1.3046702533520353e-7,1.4527199977718907e-5,2.6454533433400246e-6,1.3158427858337216e-7,5.434865801179589e-6,3.22921973741901e-7,1.2867174735829316e-8,8.592129192758523e-7
12675.0,2.1046830522133347e-5,0.0,0.0,2.8147562374076207e-6,1.1914554074315497e-7,1.5294427041283018e-5,2.8165795660306965e-6,1.2012336120488854e-7,5.757675193474279e-6,3.323032944533223e-7,1.3045466372201287e-8,9.019639519427897e-7
12750.0,2.2295668875168617e-5,0.0,0.0,3.113057768865083e-6,1.5397061764732241e-7,1.6194552322047552e-5,3.114894139164324e-6,1.5463348762746755e-7,6.106441718731664e-6,3.5326170699092444e-7,1.6386479237639113e-8,9.575066620822702e-7
12825.0,2.440247461296832e-5,0.0,0.0,3.5818389064128066e-6,2.0536425749497484e-7,1.7645670153280655e-5,3.5834581969393172e-6,2.0613626435083185e-7,6.762256826689414e-6,3.8867421669169276e-7,2.1203091023832513e-8,1.0464669274498779e-6
12900.0,2.4402978811000264e-5,0.0,0.0,4.184426194022625e-6,2.6840202537348296e-7,1.7845019699909025e-5,4.186329064957264e-6,2.6916078803056286e-7,6.5643273934282875e-6,4.3547235793113717e-7,2.7353307080739983e-8,1.0878606062454937e-6
12975.0,2.5490687818988907e-5,0.0,0.0,4.875151151053824e-6,3.2943217515157237e-7,1.87546857235442e-5,4.877214758259947e-6,3.29817933538236e-7,6.742855993705989e-6,4.887569213600076e-7,3.431534019763455e-8,1.164579924575286e-6
13050.0,2.6457716326482012e-5,0.0,0.0,5.6030200738090146e-6,3.7271742286093253e-7,1.966252979613594e-5,5.605004337952122e-6,3.7285298646257654e-7,6.801380553074986e-6,5.473289527523966e-7,4.022002797287394e-8,1.2458897315517159e-6
13125.0,2.6920572097442766e-5,0.0,0.0,6.0881757563830556e-6,4.0094672669018964e-7,2.011941815028753e-5,6.089932916030872e-6,4.0127209011939893e-7,6.807687384338118e-6,5.856598727534304e-7,4.3533648798985935e-8,1.2928022381397678e-6
13200.0,2.1972239629369687e-5,0.0,0.0,6.146177356605559e-6,1.8985162909336527e-7,1.6477202766667573e-5,6.1511837826327085e-6,1.9548292282503255e-7,5.501606290685785e-6,5.91625475471373e-7,1.377659719153107e-8,1.155898836322972e-6
13275.0,2.404131033395198e-5,0.0,0.0,5.75781625937015e-6,2.8156727308857535e-7,1.5942743319714737e-5,5.764999594933869e-6,2.898017870364956e-7,8.106580064092454e-6,5.725119744088515e-7,2.2579717848886004e-8,1.1566460345392756e-6
13350.0,3.8923896498439605e-5,0.0,0.0,5.597404671385928e-6,3.346394189310286e-7,2.4823179320287307e-5,5.607214013312944e-6,3.458937218770721e-7,1.4125924761809192e-5,5.899371538542304e-7,3.5363889715768965e-8,1.6232130053570888e-6
13425.0,2.9199841810331636e-5,0.0,0.0,5.085641734858691e-6,3.4406223843186826e-7,1.7334309361501264e-5,5.093813691578388e-6,3.55431675064537e-7,1.1889132679328984e-5,5.364496545511992e-7,3.755665063487259e-8,1.263468156505223e-6
13500.0,2.615869212859351e-5,0.0,0.0,4.8327036359789576e-6,3.7672212684884383e-7,1.595091633686828e-5,4.839076732747521e-6,3.8309522361741017e-7,1.0230217039386169e-5,5.208723189648549e-7,3.6463169666241214e-8,1.187637611819865e-6
13575.0,2.7369711783621794e-5,0.0,0.0,4.807749024713778e-6,3.6024592357505013e-7,1.6814065426899913e-5,4.812045982286029e-6,3.64542881147297e-7,1.0576120473637392e-5,5.280848965237355e-7,3.795360832231719e-8,1.2380805441772315e-6
13650.0,2.9440096324938747e-5,0.0,0.0,5.054808272740841e-6,3.4640097869440447e-7,1.8125017133130025e-5,5.056079263428051e-6,3.480571399434701e-7,1.133375422460514e-5,5.553435014401628e-7,4.001253136687994e-8,1.325905587571486e-6
13725.0,3.300022850605071e-5,0.0,0.0,5.588935107731516e-6,3.8157723788205304e-7,2.0285794572327015e-5,5.587808188065268e-6,3.925752449234644e-7,1.273381362418729e-5,6.074626804092487e-7,4.454644218222087e-8,1.4735885908486172e-6
13800.0,3.52380172190273e-5,0.0,0.0,6.327181807105238e-6,3.528618964156167e-7,2.184528989387041e-5,6.323275954431237e-6,3.653418250832713e-7,1.3412370336974999e-5,6.731288298451999e-7,4.1217255868529025e-8,1.5931074160807454e-6
